datetime,open,high,low,close,volume
2025-02-14 01:45:00+00:00,194.7,195.96,194.7,195.756,788.64
2025-02-14 02:00:00+00:00,195.798,196.5,195.393,196.362,728.25
2025-02-14 02:15:00+00:00,196.359,196.4,196.045,196.074,172.22
2025-02-14 02:30:00+00:00,196.278,196.543,196.102,196.482,135.66
2025-02-14 02:45:00+00:00,196.46,196.586,195.522,195.633,517.28
2025-02-14 03:00:00+00:00,195.642,195.991,195.632,195.966,278.56
2025-02-14 03:15:00+00:00,196.0,196.0,195.536,195.84,155.88
2025-02-14 03:30:00+00:00,195.96,196.395,195.78,196.395,479.14
2025-02-14 03:45:00+00:00,196.4,197.313,196.4,196.979,1764.9
2025-02-14 04:00:00+00:00,197.037,197.25,196.35,196.35,348.99
2025-02-14 04:15:00+00:00,196.391,196.457,195.96,195.96,268.83
2025-02-14 04:30:00+00:00,195.96,196.198,195.634,195.67,318.05
2025-02-14 04:45:00+00:00,195.626,195.824,195.185,195.359,278.06
2025-02-14 05:00:00+00:00,195.425,195.8,195.21,195.599,310.82
2025-02-14 05:15:00+00:00,195.771,195.919,195.584,195.594,357.44
2025-02-14 05:30:00+00:00,195.45,195.45,194.877,195.147,555.83
2025-02-14 05:45:00+00:00,195.146,195.45,194.67,195.45,310.99
2025-02-14 06:00:00+00:00,195.5,195.775,195.2,195.482,280.7
2025-02-14 06:15:00+00:00,195.483,195.722,195.237,195.605,545.51
2025-02-14 06:30:00+00:00,195.642,196.051,195.642,195.941,597.01
2025-02-14 06:45:00+00:00,195.95,196.109,195.707,196.079,483.94
2025-02-14 07:00:00+00:00,196.137,196.628,196.0,196.537,357.79
2025-02-14 07:15:00+00:00,196.559,196.75,196.24,196.672,268.87
2025-02-14 07:30:00+00:00,196.684,196.848,196.434,196.822,124.12
2025-02-14 07:45:00+00:00,196.859,196.893,196.465,196.465,191.18
2025-02-14 08:00:00+00:00,196.64,196.738,196.24,196.587,552.5
2025-02-14 08:15:00+00:00,196.692,197.847,196.517,197.802,836.16
2025-02-14 08:30:00+00:00,197.734,198.103,197.245,197.6,1015.83
2025-02-14 08:45:00+00:00,197.65,197.65,196.926,197.479,337.79
2025-02-14 09:00:00+00:00,197.446,198.383,197.238,198.369,1642.0
2025-02-14 09:15:00+00:00,198.328,198.411,197.6,198.037,853.2
2025-02-14 09:30:00+00:00,198.143,198.832,197.871,198.802,664.03
2025-02-14 09:45:00+00:00,198.831,200.132,198.36,199.75,691.3
2025-02-14 10:00:00+00:00,199.92,201.0,199.8,200.3,1958.42
2025-02-14 10:15:00+00:00,200.382,200.8,199.642,199.76,2530.04
2025-02-14 10:30:00+00:00,199.847,200.903,199.847,200.903,717.98
2025-02-14 10:45:00+00:00,200.933,201.08,200.083,200.56,1052.42
2025-02-14 11:00:00+00:00,200.6,201.315,200.516,200.965,1907.52
2025-02-14 11:15:00+00:00,200.994,201.16,199.643,199.667,352.27
2025-02-14 11:30:00+00:00,199.794,200.223,199.083,199.162,563.42
2025-02-14 11:45:00+00:00,199.268,199.615,198.862,199.467,423.49
2025-02-14 12:00:00+00:00,199.519,199.519,198.166,198.166,785.89
2025-02-14 12:15:00+00:00,198.166,198.44,197.329,197.414,1455.51
2025-02-14 12:30:00+00:00,197.6,197.875,196.9,196.98,803.68
2025-02-14 12:45:00+00:00,196.97,197.179,196.606,196.91,556.91
2025-02-14 13:00:00+00:00,196.897,197.152,196.37,197.131,693.86
2025-02-14 13:15:00+00:00,197.106,197.199,196.35,196.489,799.18
2025-02-14 13:30:00+00:00,196.503,198.109,196.503,197.2,1556.08
2025-02-14 13:45:00+00:00,197.268,198.177,197.1,197.78,479.74
2025-02-14 14:00:00+00:00,197.874,198.568,197.367,197.501,1322.79
2025-02-14 14:15:00+00:00,197.483,198.016,196.839,197.002,638.08
2025-02-14 14:30:00+00:00,196.968,199.248,196.738,198.63,1637.14
2025-02-14 14:45:00+00:00,198.573,200.507,198.573,199.664,1332.74
2025-02-14 15:00:00+00:00,199.688,201.981,198.83,199.549,3926.85
2025-02-14 15:15:00+00:00,199.8,199.988,197.819,198.53,2111.5
2025-02-14 15:30:00+00:00,198.569,199.72,198.297,199.109,902.12
2025-02-14 15:45:00+00:00,199.131,201.233,198.715,200.575,1289.28
2025-02-14 16:00:00+00:00,200.853,201.926,199.8,200.029,3651.69
2025-02-14 16:15:00+00:00,200.015,200.121,198.76,199.921,960.66
2025-02-14 16:30:00+00:00,199.796,200.348,199.128,199.672,1283.28
2025-02-14 16:45:00+00:00,199.885,201.599,199.26,201.519,1124.22
2025-02-14 17:00:00+00:00,201.457,201.798,200.72,201.171,2596.29
2025-02-14 17:15:00+00:00,201.207,203.0,201.167,202.411,3615.18
2025-02-14 17:30:00+00:00,202.378,203.92,202.121,203.724,2602.52
2025-02-14 17:45:00+00:00,203.799,205.104,203.799,204.582,4077.82
2025-02-14 18:00:00+00:00,204.648,205.289,204.2,204.799,946.31
2025-02-14 18:15:00+00:00,204.924,205.031,203.878,203.953,1293.98
2025-02-14 18:30:00+00:00,203.875,204.591,202.727,202.944,12482.9
2025-02-14 18:45:00+00:00,202.813,203.592,202.497,202.556,2402.48
2025-02-14 19:00:00+00:00,202.698,203.518,202.698,203.382,682.38
2025-02-14 19:15:00+00:00,203.319,203.369,202.214,202.306,741.9
2025-02-14 19:30:00+00:00,202.307,202.375,201.366,202.325,844.72
2025-02-14 19:45:00+00:00,202.214,202.321,200.729,201.272,976.23
